פרטי ניירות ערך - מניות,,,,,,,,,,,,,,,,,,,,,,
נכון ל- 19/05/2024,,,,,,,,,,,,,,,,,,,,,,
מס' ני''ע,ISIN,שם (עברית),שם (אנגלית),סימול (עברית),סימול (אנגלית),"סוג ני""ע (עברית)","סוג ני""ע (אנגלית)",ענף על חברה (עברית),ענף על חברה (אנגלית),ענף חברה (עברית),ענף חברה (אנגלית),תת ענף חברה (עברית),תת ענף חברה (אנגלית),נכלל במדדים (עברית),נכלל במדדים (אנגלית),מספר תאגיד,מספר מנפיק,שם חברה מנפיקה (עברית),שם חברה מנפיקה (אנגלית),מקום התאגדות (עברית),מקום התאגדות (אנגלית),Email
1173434,IL0011734345,פוםוום,POMVOM,פומו,PMVM,מניה רגילה,Ordinary Share,הייטק,High-Tech,טכנולוגיה,Technology,תוכנה ואינטרנט,Software And Internet,"ת''א-צמיחה ,ת''א גלובל-בלוטק ,ת''א All-Share ,מדד ת''א-טכנולוגיה","TA-Growth ,TA Global-BlueTech ,TA-AllShare ,TA-Technology Index",515236735,1861,פוםוום,POMVOM,ישראל,Israel,shahar@fox.co.il
662577,IL0006625771,פועלים,POALIM,פעלים,POLI,מניה רגילה,Ordinary Share,פיננסי,Finance,בנקים,Banks,בנקים,Banks,"ת''א-35 ,ת''א-125 ,מדד ת''א-פיננסים ,מדד ת''א-מעלה ,ת''א בנקים-5 ,מדד תל-דיב ,ת''א All-Share ,ת''א-רימון ,ת''א סקטור-באלאנס ,ת''א-125 אקלים נקי","TA-35 ,TA-125 ,TA-Finance Index ,TA-Maala Index ,TA-Banks5 ,Tel-Div Index ,TA-AllShare ,TA-Rimon ,TA Sector-Balance ,TA-125 Fossil Free",520000118,662,פועלים,POALIM BANK,ישראל,Israel,asafb@formula.co.il
1087022,IL0010870223,פוקס,FOX,פוקס,FOX,מניה רגילה,Ordinary Share,ריאלי,Real,מסחר ושרותים,Commerce & Services,רשתות שיווק,Retail,"ת''א-90 ,ת''א-125 ,מדד תל-דיב ,ת''א All-Share ,ת''א-רימון ,ת''א-SME150 ,ת''א סקטור-באלאנס ,ת''א-פמילי ,ת''א-125 אקלים נקי ,ת''א-רשתות שיווק","TA-90 ,TA-125 ,Tel-Div Index ,TA-AllShare ,TA-Rimon ,TA-SME150 ,TA Sector-Balance ,TA-Family ,TA-125 Fossil Free ,TA-Retail",512157603,1140,פוקס,FOX,ישראל,Israel,sivan@foresightauto.com
256016,IL0002560162,פורמולה מערכות,FORMULA,פרמלה,FORTY,מניה רגילה,Ordinary Share,הייטק,High-Tech,טכנולוגיה,Technology,שרותי מידע,IT Services,"ת''א-90 ,ת''א-125 ,ת''א גלובל-בלוטק ,ת''א All-Share ,מדד ת''א-טכנולוגיה ,ת''א תקשורת וטכנולוגיות מידע ,ת''א טק - עילית ,ת''א-רימון ,ת''א-SME150 ,ת''א סקטור-באלאנס ,ת''א-125 אקלים נקי ,ת''א-דואליות","TA-90 ,TA-125 ,TA Global-BlueTech ,TA-AllShare ,TA-Technology Index ,TA-Communication & InformationTechnology ,TA Tech - Elite ,TA-Rimon ,TA-SME150 ,TA Sector-Balance ,TA-125 Fossil Free ,TA-Dual listing",520036690,256,פורמולה מערכות,FORMULA,ישראל,Israel,anatr@paz.co.il
199018,IL0001990188,פורסייט,FORESIGHT,פרסט,FRSX,מניה רגילה,Ordinary Share,הייטק,High-Tech,טכנולוגיה,Technology,תוכנה ואינטרנט,Software And Internet,,,520036062,199,פורסייט,FORESIGHT,ישראל,Israel,yossi@petrotx.com
1100007,IL0011000077,פז נפט,PAZ OIL,פזנפט,PZOL,מניה רגילה,Ordinary Share,ריאלי,Real,אנרגיה וחיפושי נפט וגז,Energy And Oil & Gas Exploration,אנרגיה,Energy,"ת''א-90 ,ת''א-125 ,ת''א All-Share ,ת''א-רימון ,ת''א-SME150 ,ת''א סקטור-באלאנס ,ת''א-תשתיות אנרגיה","TA-90 ,TA-125 ,TA-AllShare ,TA-Rimon ,TA-SME150 ,TA Sector-Balance ,TA-Energy Utilities",510216054,1363,פז נפט,PAZ OIL,ישראל,Israel,rafi@israel-petro.co.il
1099761,IL0010997612,פטרוטקס יהש,PETROTX     PU,פטקס,PTX,יחידת השתתפות,Participating unit,ריאלי,Real,אנרגיה וחיפושי נפט וגז,Energy And Oil & Gas Exploration,חיפושי נפט וגז,Oil & Gas Exploration,,,550222764,1369,פטרוטקס יהש,PETROTX,ישראל,Israel,kobi@fibiholdings.co.il
756015,IL0007560159,פטרוכימיים,PETROCHEMICAL,פטרו,PTCH,מניה רגילה,Ordinary Share,ריאלי,Real,אנרגיה וחיפושי נפט וגז,Energy And Oil & Gas Exploration,אנרגיה,Energy,"ת''א-צמיחה ,ת''א All-Share ,ת''א-רימון ,ת''א-תשתיות אנרגיה","TA-Growth ,TA-AllShare ,TA-Rimon ,TA-Energy Utilities",520029315,756,פטרוכימיים,PETROCHEMICAL,ישראל,Israel,hyashar@featlp.com
763011,IL0007630119,פיבי,FIBI HOLDINGS,פיבי,FIBIH,מניה רגילה,Ordinary Share,פיננסי,Finance,בנקים,Banks,בנקים,Banks,"ת''א-90 ,ת''א-125 ,מדד ת''א-פיננסים ,מדד תל-דיב ,ת''א All-Share ,ת''א-רימון ,ת''א-SME150 ,ת''א סקטור-באלאנס ,ת''א-125 אקלים נקי","TA-90 ,TA-125 ,TA-Finance Index ,Tel-Div Index ,TA-AllShare ,TA-Rimon ,TA-SME150 ,TA Sector-Balance ,TA-125 Fossil Free",520029026,763,פיבי,FIBI HOLDINGS,ישראל,Israel,michal@paytongroup.com
1173178,IL0011731788,פיט השקעות יהש,FEAT INV PU,פיט,FEAT,יחידת השתתפות,Participating unit,הייטק,High-Tech,טכנולוגיה,Technology,פודטק,Foodtech,,,540300522,1850,פיט השקעות,FEAT INVESTMENT,ישראל,Israel,cr@payment-pay.co.il
412015,IL0004120155,פייטון,PAYTON,פטון,PAYT,מניה רגילה,Ordinary Share,הייטק,High-Tech,טכנולוגיה,Technology,אלקטרוניקה ואופטיקה,Electronics And Optics,"ת''א-צמיחה ,ת''א גלובל-בלוטק ,ת''א All-Share ,מדד ת''א-טכנולוגיה ,ת''א טק - עילית ,ת''א-רימון ,ת''א-תעשייה","TA-Growth ,TA Global-BlueTech ,TA-AllShare ,TA-Technology Index ,TA Tech - Elite ,TA-Rimon ,TA-Industrials",520038951,412,פייטון,PAYTON,ישראל,Israel,info@phinergy.com
1180876,IL0011808768,פיימנט,PAYMENT FINA,פמנט,PMNT,מניה רגילה,Ordinary Share,הייטק,High-Tech,טכנולוגיה,Technology,תוכנה ואינטרנט,Software And Internet,"ת''א-צמיחה ,ת''א גלובל-בלוטק ,ת''א All-Share ,מדד ת''א-טכנולוגיה ,ת''א טק - עילית","TA-Growth ,TA Global-BlueTech ,TA-AllShare ,TA-Technology Index ,TA Tech - Elite",515166544,1977,פיימנט,PAYMENT,ישראל,Israel,tomerd@pcb-technologies.com
1172360,IL0011723603,פינרג'י,PHINERGY,פנרג,PNRG,מניה רגילה,Ordinary Share,הייטק,High-Tech,טכנולוגיה,Technology,קלינטק,Cleantech,"ת''א-צמיחה ,ת''א גלובל-בלוטק ,ת''א All-Share ,מדד ת''א-טכנולוגיה ,ת''א טק - עילית ,ת''א-רימון ,ת''א-תשתיות אנרגיה ,ת''א-קלינטק","TA-Growth ,TA Global-BlueTech ,TA-AllShare ,TA-Technology Index ,TA Tech - Elite ,TA-Rimon ,TA-Energy Utilities ,TA-Cleantech",514354786,1843,פינרג'י,PHINERGY,ישראל,Israel,beaholding@planet.nl
1091685,IL0010916851,פיסיבי טכנ,P.C.B TEC,פסבט,PCBT,מניה רגילה,Ordinary Share,הייטק,High-Tech,טכנולוגיה,Technology,אלקטרוניקה ואופטיקה,Electronics And Optics,"ת''א-צמיחה ,ת''א גלובל-בלוטק ,ת''א All-Share ,מדד ת''א-טכנולוגיה ,ת''א טק - עילית ,ת''א-רימון ,ת''א-תעשייה","TA-Growth ,TA Global-BlueTech ,TA-AllShare ,TA-Technology Index ,TA Tech - Elite ,TA-Rimon ,TA-Industrials",511888356,1221,פיסיבי טכנ,P.C.B.,ישראל,Israel,info@pluri-biotech.com
1109917,NL0011882741,פלאזה סנטר -ס,PLAZA CENTERS-L,פלזס-ס,PLAZ-L,מניה רגילה,Ordinary Share,ריאלי,Real,נדל''ן ובנייה,Real-Estate & Construction,בנייה,Construction,,,,1476,פלאזה סנטרס,PLAZA CENTERS,הולנד,Holland,hello@flyingspark.com
1121730,US72942G2030,פלורי,PLURI,פלור,PLUR,מניה רגילה,Ordinary Share,הייטק,High-Tech,ביומד,Biomed,ביוטכנולוגיה,Biotechnology,"מדד ת''א-ביומד ,ת''א-צמיחה ,ת''א גלובל-בלוטק ,ת''א All-Share ,ת''א טק - עילית ,ת''א-דואליות","TA-Biomed Index ,TA-Growth ,TA Global-BlueTech ,TA-AllShare ,TA Tech - Elite ,TA-Dual listing",,1569,פלורי,PLURI,ארה''ב - נבאדה,USA - Delaware,dror@plantarcbio.com
1173582,IL0011735821,פליינג ספארק,FLYING SPARK,פליס,FLYS,מניה רגילה,Ordinary Share,הייטק,High-Tech,טכנולוגיה,Technology,פודטק,Foodtech,,,515259307,1868,פליינג ספארק,FLYING SPARK,ישראל,Israel,nira@plasson.co.il
1171404,IL0011714040,פלנטארק,PLANT ARC,פלנט,PLNT,מניה רגילה,Ordinary Share,הייטק,High-Tech,ביומד,Biomed,ביוטכנולוגיה,Biotechnology,,,515078293,1819,פלנטארק,PLANTARC,ישראל,Israel,elazar@pulsenmore.com
1081603,IL0010816036,פלסאון תעשיות,PLASSON INDUS,פלסון,PLSN,מניה רגילה,Ordinary Share,ריאלי,Real,תעשיה,Industry,"כימיה, גומי ופלסטיק","Chemical, Rubber & Plastic","ת''א-90 ,ת''א-125 ,ת''א All-Share ,ת''א-רימון ,ת''א-SME150 ,ת''א סקטור-באלאנס ,ת''א-תעשייה ,ת''א-125 אקלים נקי","TA-90 ,TA-125 ,TA-AllShare ,TA-Rimon ,TA-SME150 ,TA Sector-Balance ,TA-Industrials ,TA-125 Fossil Free",520042912,1057,פלסאון תעשיות,PLASSON INDUS,ישראל,Israel,manage@cargal.co.il
1176700,IL0011767006,פלסאנמור,PULSENMORE,פאלס,PULS,מניה רגילה,Ordinary Share,הייטק,High-Tech,ביומד,Biomed,מכשור רפואי,Medical Devices,"מדד ת''א-ביומד ,ת''א-צמיחה ,ת''א גלובל-בלוטק ,ת''א All-Share ,ת''א טק - עילית ,ת''א-רימון","TA-Biomed Index ,TA-Growth ,TA Global-BlueTech ,TA-AllShare ,TA Tech - Elite ,TA-Rimon",515139129,1895,פלסאנמור,PULSENMORE,ישראל,Israel,igal_f@plastopil.com
727016,IL0007270163,פלסטו קרגל,PLASTO CARGAL,פלקר,PLCR,מניה רגילה,Ordinary Share,ריאלי,Real,תעשיה,Industry,"עץ, נייר ודפוס",Wood & Paper,,,520041161,727,פלסטו קרגל,PLASTO CARGAL,ישראל,Israel,yifat.licht@palram.com
1092840,IL0010928401,פלסטופיל,PLASTOFIL,פפיל,PPIL,מניה רגילה,Ordinary Share,ריאלי,Real,תעשיה,Industry,"כימיה, גומי ופלסטיק","Chemical, Rubber & Plastic",,,513681247,1240,פלסטופיל,PLASTOPIL,ישראל,Israel,fms@fms.co.il
644013,IL0006440130,פלרם,PALRAM,פלרם,PLRM,מניה רגילה,Ordinary Share,ריאלי,Real,תעשיה,Industry,"כימיה, גומי ופלסטיק","Chemical, Rubber & Plastic","ת''א-SME60 ,מדד תל-דיב ,ת''א All-Share ,ת''א-רימון ,ת''א-SME150 ,ת''א-תעשייה","TA-SME60 ,Tel-Div Index ,TA-AllShare ,TA-Rimon ,TA-SME150 ,TA-Industrials",520039843,644,פלרם,PALRAM,ישראל,Israel,nissiml@peninsula.co.il
315010,IL0003150104,פמס,FMS,פמס,FBRT,מניה רגילה,Ordinary Share,ריאלי,Real,תעשיה,Industry,אופנה והלבשה,Fashion & Clothing,"ת''א-SME60 ,ת''א All-Share ,ת''א-רימון ,ת''א-SME150 ,ת''א-תעשייה ,ת''א-פמילי","TA-SME60 ,TA-AllShare ,TA-Rimon ,TA-SME150 ,TA-Industrials ,TA-Family",520037284,315,פמס,FMS,ישראל,Israel,rami.spector@psagot.co.il
333013,IL0003330136,פנינסולה,PENINSULA GROUP,פננס,PEN,מניה רגילה,Ordinary Share,פיננסי,Finance,שרותים פיננסיים,Financial Services,אשראי חוץ בנקאי,Non Banking Credit,"מדד ת''א-פיננסים ,ת''א-צמיחה ,ת''א All-Share ,ת''א ביטוח-פלוס ,ת''א-רימון","TA-Finance Index ,TA-Growth ,TA-AllShare ,TA Insurance-Plus ,TA-Rimon",520033713,333,פנינסולה,PENINSULA,ישראל,Israel,contact@propdo.com
599019,IL0005990192,פסגות קבוצה,PSAGOT GROUP,פסגת,GPST,מניה רגילה,Ordinary Share,פיננסי,Finance,שרותים פיננסיים,Financial Services,שרותים פיננסיים,Financial Services,"מדד ת''א-פיננסים ,ת''א-צמיחה ,ת''א All-Share ,ת''א ביטוח-פלוס","TA-Finance Index ,TA-Growth ,TA-AllShare ,TA Insurance-Plus",520033804,599,פסגות קבוצה,PSAGOT GROUP,ישראל,Israel,executiveoffices@partner.co.il
1188622,IL0011886228,פרופדו,PROPDO,פרפד,PRPD,מניה רגילה,Ordinary Share,הייטק,High-Tech,טכנולוגיה,Technology,תוכנה ואינטרנט,Software And Internet,"ת''א-צמיחה ,ת''א גלובל-בלוטק ,ת''א All-Share ,מדד ת''א-טכנולוגיה","TA-Growth ,TA Global-BlueTech ,TA-AllShare ,TA-Technology Index",516202736,2389,פרופדו,PROPDO,ישראל,Israel,asaf@fridenson.co.il
1083484,IL0010834849,פרטנר,PARTNER,פרטנר,PTNR,מניה רגילה,Ordinary Share,ריאלי,Real,מסחר ושרותים,Commerce & Services,תקשורת ומדיה,Communications & Media,"ת''א-90 ,ת''א-125 ,מדד ת''א-מעלה ,ת''א All-Share ,ת''א תקשורת וטכנולוגיות מידע ,ת''א-רימון ,ת''א-SME150 ,ת''א סקטור-באלאנס ,ת''א-125 אקלים נקי","TA-90 ,TA-125 ,TA-Maala Index ,TA-AllShare ,TA-Communication & InformationTechnology ,TA-Rimon ,TA-SME150 ,TA Sector-Balance ,TA-125 Fossil Free",520044314,2095,פרטנר,PARTNER,ישראל,Israel,investors@perion.com
1102219,IL0011022196,פרידנזון,FRIDENSON,פרדנ,FRDN,מניה רגילה,Ordinary Share,ריאלי,Real,מסחר ושרותים,Commerce & Services,שרותים,Services,"ת''א-צמיחה ,ת''א All-Share","TA-Growth ,TA-AllShare",510712466,1403,פרידנזון,FRIDENSON,ישראל,Israel,droro@priortech.com
1095819,IL0010958192,פריון נטוורק,PERION NETWORK,פריון,PERI,מניה רגילה,Ordinary Share,הייטק,High-Tech,טכנולוגיה,Technology,תוכנה ואינטרנט,Software And Internet,"ת''א-90 ,ת''א-125 ,ת''א גלובל-בלוטק ,ת''א All-Share ,מדד ת''א-טכנולוגיה ,ת''א טק - עילית ,ת''א-רימון ,ת''א-SME150 ,ת''א סקטור-באלאנס ,ת''א-125 אקלים נקי ,ת''א-דואליות","TA-90 ,TA-125 ,TA Global-BlueTech ,TA-AllShare ,TA-Technology Index ,TA Tech - Elite ,TA-Rimon ,TA-SME150 ,TA Sector-Balance ,TA-125 Fossil Free ,TA-Dual listing",512849498,2240,פריון נטוורק,PERION NETWORK,ישראל,Israel,office@prime-nergy.com
328013,IL0003280133,פריורטק,PRIORTECH,פרטק,PRTC,מניה רגילה,Ordinary Share,הייטק,High-Tech,טכנולוגיה,Technology,מוליכים למחצה,Semiconductors,"ת''א-90 ,ת''א-125 ,ת''א גלובל-בלוטק ,ת''א All-Share ,מדד ת''א-טכנולוגיה ,ת''א טק - עילית ,ת''א-רימון ,ת''א-SME150 ,ת''א סקטור-באלאנס ,ת''א-תעשייה ,ת''א-125 אקלים נקי","TA-90 ,TA-125 ,TA Global-BlueTech ,TA-AllShare ,TA-Technology Index ,TA Tech - Elite ,TA-Rimon ,TA-SME150 ,TA Sector-Balance ,TA-Industrials ,TA-125 Fossil Free",520037797,328,פריורטק,PRIORTECH,ישראל,Israel,eliz@klir.co.il
1174457,IL0011744575,פריים אנרג'י,PRIME ENERGY,פרים,PRIM,מניה רגילה,Ordinary Share,הייטק,High-Tech,טכנולוגיה,Technology,אנרגיה מתחדשת,Renewable Energy,,,514902147,1871,פריים אנרג'י,PRIME ENERGY,ישראל,Israel,ir@purple-biotech.com
1175496,IL0011754962,פרימוטק,PRIMOTEC,פרמג,PRMG,מניה רגילה,Ordinary Share,ריאלי,Real,מסחר ושרותים,Commerce & Services,מסחר,Commerce,"ת''א-צמיחה ,ת''א All-Share","TA-Growth ,TA-AllShare",516292992,1872,פרימוטק,PRIMOTEC,ישראל,Israel,info@parkomat.co.il
765016,IL0007650166,פרפל ביוטק,PURPLE BIOTECH,פפבט,PPBT,מניה רגילה,Ordinary Share,הייטק,High-Tech,ביומד,Biomed,ביוטכנולוגיה,Biotechnology,,,520031238,765,פרפל ביוטק,PURPLE BIOTECH,ישראל,Israel,ashi@ashi.co.il
1187640,IL0011876401,פרקומט,PARKOMAT,פרקמ,PRKM,מניה רגילה,Ordinary Share,הייטק,High-Tech,טכנולוגיה,Technology,רובוטיקה ותלת מימד,Robotics & 3d,"ת''א-צמיחה ,ת''א גלובל-בלוטק ,ת''א All-Share ,מדד ת''א-טכנולוגיה ,ת''א-תעשייה","TA-Growth ,TA Global-BlueTech ,TA-AllShare ,TA-Technology Index ,TA-Industrials",514259183,2391,פרקומט,PARKOMAT INT.,ישראל,Israel,akas@fattal.co.il
1102128,IL0011021289,פרשקובסקי,PRASHKOVSKY,פרשק,PRSK,מניה רגילה,Ordinary Share,ריאלי,Real,נדל''ן ובנייה,Real-Estate & Construction,בנייה,Construction,"ת''א-90 ,ת''א-125 ,ת''א-נדל''ן ,ת''א All-Share ,ת''א-רימון ,ת''א-SME150 ,ת''א סקטור-באלאנס ,ת''א-פמילי ,ת''א-בנייה ,ת''א-125 אקלים נקי","TA-90 ,TA-125 ,TA-RealEstate ,TA-AllShare ,TA-Rimon ,TA-SME150 ,TA Sector-Balance ,TA-Family ,TA-Construction ,TA-125 Fossil Free",513817817,1330,פרשקובסקי,PRASHKOVSKY,ישראל,Israel,info@zur-shamir.com
1143429,IL0011434292,פתאל החזקות,FATTAL HOLD,פתאל,FTAL,מניה רגילה,Ordinary Share,ריאלי,Real,מסחר ושרותים,Commerce & Services,מלונאות ותיירות,Hotels & Tourism,"ת''א-35 ,ת''א-125 ,מדד ת''א-מעלה ,ת''א All-Share ,ת''א-רימון ,ת''א סקטור-באלאנס ,ת''א-פמילי ,ת''א-125 אקלים נקי","TA-35 ,TA-125 ,TA-Maala Index ,TA-AllShare ,TA-Rimon ,TA Sector-Balance ,TA-Family ,TA-125 Fossil Free",512607888,1621,פתאל החזקות,FATTAL HOLDINGS,ישראל,Israel,info@zhg.co.il
730010,IL0007300101,צור,ZUR,צור,ZUR,מניה רגילה,Ordinary Share,ריאלי,Real,השקעה ואחזקות,Investment & Holdings,השקעה ואחזקות,Investment & Holdings,"ת''א-צמיחה ,ת''א All-Share ,ת''א-רימון ,ת''א-פמילי","TA-Growth ,TA-AllShare ,TA-Rimon ,TA-Family",520025586,730,צור,ZUR,ישראל,Israel,avi@zarfat.co.il
1104058,IL0011040586,צמח המרמן,ZMH,צמח,ZMH,מניה רגילה,Ordinary Share,ריאלי,Real,נדל''ן ובנייה,Real-Estate & Construction,בנייה,Construction,"ת''א-SME60 ,ת''א-נדל''ן ,מדד תל-דיב ,ת''א All-Share ,ת''א-רימון ,ת''א-SME150 ,ת''א-פמילי ,ת''א-בנייה","TA-SME60 ,TA-RealEstate ,Tel-Div Index ,TA-AllShare ,TA-Rimon ,TA-SME150 ,TA-Family ,TA-Construction",512531203,1442,צמח המרמן,ZMH HAMMERMAN,ישראל,Israel,dorons@ackerstein.co.il
425017,IL0004250176,צרפתי,SARFATI,צרפת,SRFT,מניה רגילה,Ordinary Share,ריאלי,Real,נדל''ן ובנייה,Real-Estate & Construction,בנייה,Construction,"ת''א-נדל''ן ,ת''א-צמיחה ,ת''א All-Share ,ת''א-רימון ,ת''א-בנייה","TA-RealEstate ,TA-Growth ,TA-AllShare ,TA-Rimon ,TA-Construction",520039090,425,צרפתי,SARFATI,ישראל,Israel,accounting@proprep.com
1176205,IL0011762056,קבוצת אקרשטיין,ACKERSTEIN GRP.,אקרש,ACKR,מניה רגילה,Ordinary Share,ריאלי,Real,תעשיה,Industry,מתכת ומוצרי בניה,Metal & Building Products,"ת''א-90 ,ת''א-125 ,מדד תל-דיב ,ת''א All-Share ,ת''א-רימון ,ת''א-SME150 ,ת''א-תעשייה ,ת''א-פמילי ,ת''א-125 אקלים נקי","TA-90 ,TA-125 ,Tel-Div Index ,TA-AllShare ,TA-Rimon ,TA-SME150 ,TA-Industrials ,TA-Family ,TA-125 Fossil Free",512714494,1896,אקרשטיין קבוצה,ACKERSTEIN GRO,ישראל,Israel,s.bazak@kadimastem.com
1173145,IL0011731457,קבסיר,KVASIR,קבסר,KVSR,מניה רגילה,Ordinary Share,הייטק,High-Tech,טכנולוגיה,Technology,תוכנה ואינטרנט,Software And Internet,,,515116192,1857,קבסיר,KVASIR,ישראל,Israel,arieh@queenco.co.il
1128461,IL0011284614,קדימהסטם,KADIMASTEM,קדסט,KDST,מניה רגילה,Ordinary Share,הייטק,High-Tech,ביומד,Biomed,ביוטכנולוגיה,Biotechnology,,,514192558,1606,קדימהסטם,KADIMASTEM,ישראל,Israel,or.stokelman@quicklizard.com
386011,IL0003860116,קווינקו,QUEENCO,קנקו,QNCO,מניה רגילה,Ordinary Share,ריאלי,Real,מסחר ושרותים,Commerce & Services,מלונאות ותיירות,Hotels & Tourism,"ת''א-צמיחה ,ת''א All-Share","TA-Growth ,TA-AllShare",520038266,386,קווינקו,QUEENCO,ישראל,Israel,eranm@qualitau.com
1172840,IL0011728404,קוויקליזארד,QUICKLIZARD,קלרד,QLRD,מניה רגילה,Ordinary Share,הייטק,High-Tech,טכנולוגיה,Technology,תוכנה ואינטרנט,Software And Internet,"ת''א-צמיחה ,ת''א גלובל-בלוטק ,ת''א All-Share ,מדד ת''א-טכנולוגיה","TA-Growth ,TA Global-BlueTech ,TA-AllShare ,TA-Technology Index",514439785,1860,קוויקליזארד,QUICKLIZARD,ישראל,Israel,eranbd@cgen.com
1083955,IL0010839558,קווליטאו,QUALITAU,קלטו,QLTU,מניה רגילה,Ordinary Share,הייטק,High-Tech,טכנולוגיה,Technology,מוליכים למחצה,Semiconductors,"ת''א-צמיחה ,ת''א גלובל-בלוטק ,ת''א All-Share ,מדד ת''א-טכנולוגיה ,ת''א טק - עילית ,ת''א-רימון ,ת''א-תעשייה","TA-Growth ,TA Global-BlueTech ,TA-AllShare ,TA-Technology Index ,TA Tech - Elite ,TA-Rimon ,TA-Industrials",511896540,1093,קווליטאו,QUALITAU,ישראל,Israel,ir@continualexperience.com
1085208,IL0010852080,קומפיוגן,COMPUGEN,קמפג,CGEN,מניה רגילה,Ordinary Share,הייטק,High-Tech,ביומד,Biomed,ביוטכנולוגיה,Biotechnology,"ת''א-SME60 ,מדד ת''א-ביומד ,ת''א גלובל-בלוטק ,ת''א All-Share ,ת''א טק - עילית ,ת''א-רימון ,ת''א-SME150 ,ת''א-תעשייה ,ת''א-דואליות","TA-SME60 ,TA-Biomed Index ,TA Global-BlueTech ,TA-AllShare ,TA Tech - Elite ,TA-Rimon ,TA-SME150 ,TA-Industrials ,TA-Dual listing",511779639,2188,קומפיוגן,COMPUGEN,ישראל,Israel,office@cofix.co.il
1182260,IL0011822603,קונטיניואל-ש,CONTINUAL-M,קנטל-ש,CNTL-M,מניה רגילה,Ordinary Share,ריאלי,Real,השקעה ואחזקות,Investment & Holdings,חברות ללא פעילות ומעטפת,Inactive & Shell Companies,,,514949973,1991,קונטיניואל-ש,CONTINUAL-M,ישראל,Israel,rachel@keystoneisrael.com
389015,IL0003890154,קופיקס גרופ,COFIX GROUP,קפקס,CFX,מניה רגילה,Ordinary Share,ריאלי,Real,מסחר ושרותים,Commerce & Services,רשתות שיווק,Retail,"ת''א-צמיחה ,ת''א All-Share ,ת''א-רשתות שיווק","TA-Growth ,TA-AllShare ,TA-Retail",520038258,389,קופיקס גרופ,COFIX GROUP,ישראל,Israel,yoni@klil.co.il
1175934,IL0011759342,קיסטון אינפרא,KEYSTONE INFRA,קסטנ,KSTN,מניה רגילה,Ordinary Share,ריאלי,Real,השקעה ואחזקות,Investment & Holdings,השקעה ואחזקות,Investment & Holdings,"ת''א-SME60 ,מדד תל-דיב ,ת''א All-Share ,ת''א-רימון ,ת''א-SME150","TA-SME60 ,Tel-Div Index ,TA-AllShare ,TA-Rimon ,TA-SME150",515983476,1904,קיסטון אינפרא,KEYSTONE INFRA,ישראל,Israel,mosheb@kamada.com
797035,IL0007970358,קליל,KLIL,קליל,KLIL,מניה רגילה,Ordinary Share,ריאלי,Real,תעשיה,Industry,מתכת ומוצרי בניה,Metal & Building Products,"ת''א-SME60 ,ת''א All-Share ,ת''א-רימון ,ת''א-SME150 ,ת''א-תעשייה","TA-SME60 ,TA-AllShare ,TA-Rimon ,TA-SME150 ,TA-Industrials",520032442,797,קליל,KLIL,ישראל,Israel,moshee@camtek.com
1094119,IL0010941198,קמהדע,KAMADA,קמדע,KMDA,מניה רגילה,Ordinary Share,הייטק,High-Tech,ביומד,Biomed,ביוטכנולוגיה,Biotechnology,"ת''א-SME60 ,מדד ת''א-ביומד ,ת''א גלובל-בלוטק ,ת''א All-Share ,ת''א טק - עילית ,ת''א-רימון ,ת''א-SME150 ,ת''א-תעשייה ,ת''א-דואליות","TA-SME60 ,TA-Biomed Index ,TA Global-BlueTech ,TA-AllShare ,TA Tech - Elite ,TA-Rimon ,TA-SME150 ,TA-Industrials ,TA-Dual listing",511524605,1267,קמהדע,KAMADA,ישראל,Israel,evyatar@macro-mentor.co.il
1095264,IL0010952641,קמטק,CAMTEK,קמטק,CAMT,מניה רגילה,Ordinary Share,הייטק,High-Tech,טכנולוגיה,Technology,מוליכים למחצה,Semiconductors,"ת''א-35 ,ת''א-125 ,ת''א גלובל-בלוטק ,ת''א All-Share ,מדד ת''א-טכנולוגיה ,ת''א טק - עילית ,ת''א-רימון ,ת''א סקטור-באלאנס ,ת''א-תעשייה ,ת''א-125 אקלים נקי ,ת''א-דואליות","TA-35 ,TA-125 ,TA Global-BlueTech ,TA-AllShare ,TA-Technology Index ,TA Tech - Elite ,TA-Rimon ,TA Sector-Balance ,TA-Industrials ,TA-125 Fossil Free ,TA-Dual listing",511235434,2174,קמטק,CAMTEK,ישראל,Israel,yoav@cannabotech.com
111013,IL0001110134,קנאשור-ש,CANNASSURE-M,קנשר-ש,CSURE-M,מניה רגילה,Ordinary Share,הייטק,High-Tech,ביומד,Biomed,קנאביס,Cannabis,,,520033861,111,קנאשור-ש,CANNASSURE-M,ישראל,Israel,tony@a2z-finance.co.il
1176908,IL0011769085,קנבוטק,CANNABOTECH,קנטק,CNTC,מניה רגילה,Ordinary Share,הייטק,High-Tech,ביומד,Biomed,ביוטכנולוגיה,Biotechnology,,,515949337,1911,קנבוטק,CANNABOTECH,ישראל,Israel,barakc@kenon-holdings.com
106013,IL0001060131,קנדה גלובל,CANADA GLOBAL,קנגל,CNGL,מניה רגילה,Ordinary Share,ריאלי,Real,נדל''ן ובנייה,Real-Estate & Construction,נדל''ן מניב בחו''ל,Investment-Proerties Abroad,,,520041286,106,קנדה גלובל,CANADA GLOBAL,ישראל,Israel,agness@argamanf.com
